year,geography_name,geography,sex,race_ethnicity,age_category,metric_name,metric_value,lower_bound,upper_bound,uncertainty_type,source,category,quality_flag,candida_auris_case_type,blood_lead_level,fatal_nonfatal_shootings,leading_cause_death,leading_cause_death_rank,drug_category,aqi_category,syphilis_transmission_category,smoke_type,objectid
2012,Philadelphia,County,Female,Hispanic,All ages,years_of_potential_life_lost_to_age_75,1042,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Cancer,1,NA,NA,NA,NA,3995
2012,Philadelphia,County,All sexes,Hispanic,All ages,years_of_potential_life_lost_to_age_75,975,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Certain conditions originating in the perinatal period,5,NA,NA,NA,NA,3996
2012,Philadelphia,County,Male,Hispanic,All ages,years_of_potential_life_lost_to_age_75,825,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Certain conditions originating in the perinatal period,3,NA,NA,NA,NA,3997
2016,Philadelphia,County,All sexes,Hispanic,At birth,life_expectancy_at_birth,80.07287273,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3998
2016,Philadelphia,County,All sexes,White (NH),At birth,life_expectancy_at_birth,77.4496936,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3999
2016,Philadelphia,County,Female,All races/ethnicities,At birth,life_expectancy_at_birth,79.57717746,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000
2016,Philadelphia,County,Female,Asian/PI (NH),At birth,life_expectancy_at_birth,91.7467983,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4001
2016,Philadelphia,County,Female,Black (NH),At birth,life_expectancy_at_birth,77.3854538,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4002
2016,Philadelphia,County,Female,Hispanic,At birth,life_expectancy_at_birth,84.6702071,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4003
2016,Philadelphia,County,Female,White (NH),At birth,life_expectancy_at_birth,80.46968285,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4004
1990,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,4,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Very Unhealthy,NA,NA,4005
1991,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,167,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,4006
1991,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,130,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Moderate,NA,NA,4007
1991,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,20,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy,NA,NA,4008
1991,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,40,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy for Sensitive Groups,NA,NA,4009
1991,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,8,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Very Unhealthy,NA,NA,4010
1992,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,187,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,4011
2013,Philadelphia,County,Female,White (NH),All ages,years_of_potential_life_lost_to_age_75,4387,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Cancer,1,NA,NA,NA,NA,4012
2013,Philadelphia,County,Female,All races/ethnicities,All ages,years_of_potential_life_lost_to_age_75,3733,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Drug overdoses,4,NA,NA,NA,NA,4013
2013,Philadelphia,County,All sexes,Black (NH),All ages,years_of_potential_life_lost_to_age_75,3708,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Unintentional injuries (excluding drug overdoses),5,NA,NA,NA,NA,4014
2013,Philadelphia,County,Male,Black (NH),All ages,years_of_potential_life_lost_to_age_75,2850,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Certain conditions originating in the perinatal period,4,NA,NA,NA,NA,4015
2013,Philadelphia,County,Female,Black (NH),All ages,years_of_potential_life_lost_to_age_75,2775,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Certain conditions originating in the perinatal period,3,NA,NA,NA,NA,4016
2013,Philadelphia,County,All sexes,White (NH),All ages,years_of_potential_life_lost_to_age_75,2620,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Intentional self-harm (suicide),4,NA,NA,NA,NA,4017
2012,Philadelphia,County,Female,White (NH),All ages,years_of_potential_life_lost_to_age_75,811,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Unintentional injuries (excluding drug overdoses),4,NA,NA,NA,NA,4018
2012,Philadelphia,County,Male,Hispanic,All ages,years_of_potential_life_lost_to_age_75,781,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Cancer,4,NA,NA,NA,NA,4019
2012,Philadelphia,County,Female,White (NH),All ages,years_of_potential_life_lost_to_age_75,757,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Chronic lower respiratory diseases,5,NA,NA,NA,NA,4020
2012,Philadelphia,County,All sexes,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,738,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Cancer,1,NA,NA,NA,NA,4021
2012,Philadelphia,County,Male,Hispanic,All ages,years_of_potential_life_lost_to_age_75,721,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Heart disease,5,NA,NA,NA,NA,4022
2012,Philadelphia,County,Female,Hispanic,All ages,years_of_potential_life_lost_to_age_75,514,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Heart disease,2,NA,NA,NA,NA,4023
2016,Philadelphia,County,Male,All races/ethnicities,At birth,life_expectancy_at_birth,72.51845421,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4024
2016,Philadelphia,County,Male,Asian/PI (NH),At birth,life_expectancy_at_birth,83.58901371,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4025
2016,Philadelphia,County,Male,Black (NH),At birth,life_expectancy_at_birth,68.85556627,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4026
2016,Philadelphia,County,Male,Hispanic,At birth,life_expectancy_at_birth,75.52407678,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4027
2016,Philadelphia,County,Male,White (NH),At birth,life_expectancy_at_birth,74.43292071,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4028
2015,Philadelphia,County,All sexes,All races/ethnicities,At birth,life_expectancy_at_birth,76.49660111,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4029
2015,Philadelphia,County,All sexes,Asian/PI (NH),At birth,life_expectancy_at_birth,89.29501144,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4030
1992,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,145,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Moderate,NA,NA,4031
1992,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,10,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy,NA,NA,4032
1992,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,23,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy for Sensitive Groups,NA,NA,4033
1992,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,1,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Very Unhealthy,NA,NA,4034
1993,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,169,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,4035
1993,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,2,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Hazardous,NA,NA,4036
1993,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,124,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Moderate,NA,NA,4037
2013,Philadelphia,County,Male,Black (NH),All ages,years_of_potential_life_lost_to_age_75,2568,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Unintentional injuries (excluding drug overdoses),5,NA,NA,NA,NA,4038
2013,Philadelphia,County,All sexes,White (NH),All ages,years_of_potential_life_lost_to_age_75,2486,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Unintentional injuries (excluding drug overdoses),5,NA,NA,NA,NA,4039
2013,Philadelphia,County,Female,White (NH),All ages,years_of_potential_life_lost_to_age_75,2363,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Heart disease,2,NA,NA,NA,NA,4040
2013,Philadelphia,County,Female,White (NH),All ages,years_of_potential_life_lost_to_age_75,2220,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Drug overdoses,3,NA,NA,NA,NA,4041
2013,Philadelphia,County,Female,All races/ethnicities,All ages,years_of_potential_life_lost_to_age_75,2214,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Unintentional injuries (excluding drug overdoses),5,NA,NA,NA,NA,4042
2013,Philadelphia,County,All sexes,Hispanic,All ages,years_of_potential_life_lost_to_age_75,1924,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Cancer,1,NA,NA,NA,NA,4043
2012,Philadelphia,County,All sexes,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,499,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Unintentional injuries (excluding drug overdoses),2,NA,NA,NA,NA,4044
2012,Philadelphia,County,Male,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,441,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Cancer,1,NA,NA,NA,NA,4045
2012,Philadelphia,County,Male,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,425,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Unintentional injuries (excluding drug overdoses),2,NA,NA,NA,NA,4046
2012,Philadelphia,County,All sexes,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,401,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Heart disease,3,NA,NA,NA,NA,4047
2012,Philadelphia,County,All sexes,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,375,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Certain conditions originating in the perinatal period,4,NA,NA,NA,NA,4048
2012,Philadelphia,County,Female,Hispanic,All ages,years_of_potential_life_lost_to_age_75,327,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,3,NA,NA,NA,NA,4049
2015,Philadelphia,County,All sexes,Black (NH),At birth,life_expectancy_at_birth,74.33203666,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4050
2015,Philadelphia,County,All sexes,Hispanic,At birth,life_expectancy_at_birth,79.98796116,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4051
2015,Philadelphia,County,All sexes,White (NH),At birth,life_expectancy_at_birth,77.41130758,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4052
2015,Philadelphia,County,Female,All races/ethnicities,At birth,life_expectancy_at_birth,79.65988422,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4053
2015,Philadelphia,County,Female,Asian/PI (NH),At birth,life_expectancy_at_birth,91.97257296,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4054
2015,Philadelphia,County,Female,Black (NH),At birth,life_expectancy_at_birth,77.69175764,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4055
2015,Philadelphia,County,Female,Hispanic,At birth,life_expectancy_at_birth,83.76485672,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056
1993,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,26,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy,NA,NA,4057
1993,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,40,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy for Sensitive Groups,NA,NA,4058
1993,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,4,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Very Unhealthy,NA,NA,4059
1994,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,136,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,4060
1994,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,1,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Hazardous,NA,NA,4061
1994,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,159,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Moderate,NA,NA,4062
1994,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,20,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy,NA,NA,4063
2013,Philadelphia,County,Male,White (NH),All ages,years_of_potential_life_lost_to_age_75,1823,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Intentional self-harm (suicide),4,NA,NA,NA,NA,4064
2013,Philadelphia,County,Male,White (NH),All ages,years_of_potential_life_lost_to_age_75,1800,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Unintentional injuries (excluding drug overdoses),5,NA,NA,NA,NA,4065
2013,Philadelphia,County,All sexes,Hispanic,All ages,years_of_potential_life_lost_to_age_75,1667,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Drug overdoses,2,NA,NA,NA,NA,4066
2013,Philadelphia,County,All sexes,Hispanic,All ages,years_of_potential_life_lost_to_age_75,1438,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,3,NA,NA,NA,NA,4067
2013,Philadelphia,County,All sexes,Hispanic,All ages,years_of_potential_life_lost_to_age_75,1324,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Heart disease,4,NA,NA,NA,NA,4068
2013,Philadelphia,County,Male,Hispanic,All ages,years_of_potential_life_lost_to_age_75,1250,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Drug overdoses,1,NA,NA,NA,NA,4069
2012,Philadelphia,County,Female,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,297,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Cancer,1,NA,NA,NA,NA,4070
2012,Philadelphia,County,Male,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,289,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Heart disease,3,NA,NA,NA,NA,4071
2012,Philadelphia,County,Female,Hispanic,All ages,years_of_potential_life_lost_to_age_75,279,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Drug overdoses,4,NA,NA,NA,NA,4072
2012,Philadelphia,County,All sexes,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,249,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Intentional self-harm (suicide),5,NA,NA,NA,NA,4073
2012,Philadelphia,County,Male,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,230,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,4,NA,NA,NA,NA,4074
2012,Philadelphia,County,Male,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,225,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Certain conditions originating in the perinatal period,5,NA,NA,NA,NA,4075
2015,Philadelphia,County,Female,White (NH),At birth,life_expectancy_at_birth,80.48538481,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4076
2015,Philadelphia,County,Male,All races/ethnicities,At birth,life_expectancy_at_birth,73.04729891,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4077
2004,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,135,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,4078
2015,Philadelphia,County,Male,Asian/PI (NH),At birth,life_expectancy_at_birth,86.4058442,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4079
2015,Philadelphia,County,Male,Black (NH),At birth,life_expectancy_at_birth,70.35329671,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4080
2015,Philadelphia,County,Male,Hispanic,At birth,life_expectancy_at_birth,76.13058685,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4081
2015,Philadelphia,County,Male,White (NH),At birth,life_expectancy_at_birth,74.32855127,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4082
2014,Philadelphia,County,All sexes,All races/ethnicities,At birth,life_expectancy_at_birth,76.59819093,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4083
1994,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,47,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy for Sensitive Groups,NA,NA,4084
1994,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,2,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Very Unhealthy,NA,NA,4085
1995,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,156,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,4086
1995,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,144,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Moderate,NA,NA,4087
1995,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,12,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy,NA,NA,4088
1995,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,45,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Unhealthy for Sensitive Groups,NA,NA,4089
1995,Philadelphia,County,NA,NA,NA,count_days_in_aqi_category,8,-99999,-99999,NA,"Air Quality System, Environmental Protection Agency",Climate and Environment,NA,NA,NA,NA,NA,NA,NA,Very Unhealthy,NA,NA,4090
2013,Philadelphia,County,All sexes,Hispanic,All ages,years_of_potential_life_lost_to_age_75,1200,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Certain conditions originating in the perinatal period,5,NA,NA,NA,NA,4091
2013,Philadelphia,County,Male,Hispanic,All ages,years_of_potential_life_lost_to_age_75,1192,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Homicide,2,NA,NA,NA,NA,4092
2013,Philadelphia,County,Female,Black (NH),All ages,years_of_potential_life_lost_to_age_75,1140,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Unintentional injuries (excluding drug overdoses),4,NA,NA,NA,NA,4093
2013,Philadelphia,County,Female,Black (NH),All ages,years_of_potential_life_lost_to_age_75,1076,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Chronic lower respiratory diseases,5,NA,NA,NA,NA,4094
2013,Philadelphia,County,Male,Hispanic,All ages,years_of_potential_life_lost_to_age_75,1001,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Cancer,3,NA,NA,NA,NA,4095
2013,Philadelphia,County,Female,Hispanic,All ages,years_of_potential_life_lost_to_age_75,923,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Cancer,1,NA,NA,NA,NA,4096
2012,Philadelphia,County,Female,Hispanic,All ages,years_of_potential_life_lost_to_age_75,196,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Intentional self-harm (suicide),5,NA,NA,NA,NA,4097
2012,Philadelphia,County,Female,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,150,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Certain conditions originating in the perinatal period,2,NA,NA,NA,NA,4098
2012,Philadelphia,County,Female,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,112,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Heart disease,3,NA,NA,NA,NA,4099
2012,Philadelphia,County,Female,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,74,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Unintentional injuries (excluding drug overdoses),4,NA,NA,NA,NA,4100
2012,Philadelphia,County,Female,Asian/PI (NH),All ages,years_of_potential_life_lost_to_age_75,65,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,Cerebrovascular diseases,5,NA,NA,NA,NA,4101
2021,Philadelphia,County,All sexes,All races/ethnicities,At birth,life_expectancy_at_birth,73.98928621,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,Preliminary estimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,4102
2014,Philadelphia,County,All sexes,Asian/PI (NH),At birth,life_expectancy_at_birth,88.59311268,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4103
2014,Philadelphia,County,All sexes,Black (NH),At birth,life_expectancy_at_birth,74.25897011,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4104
2014,Philadelphia,County,All sexes,Hispanic,At birth,life_expectancy_at_birth,79.1606513,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4105
2014,Philadelphia,County,All sexes,White (NH),At birth,life_expectancy_at_birth,77.7462255,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4106
2014,Philadelphia,County,Female,All races/ethnicities,At birth,life_expectancy_at_birth,79.78474346,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4107
2014,Philadelphia,County,Female,Asian/PI (NH),At birth,life_expectancy_at_birth,91.30557704,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4108
2014,Philadelphia,County,Female,Black (NH),At birth,life_expectancy_at_birth,77.78392741,-99999,-99999,NA,Pennsylvania Vital Registration System,Mortality and Life Expectancy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4109
