,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,outcome,log_dur
725,49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure,yes,1,2.3483048630481607
726,29,management,single,tertiary,no,1445,no,no,cellular,26,apr,328,2,143,2,success,yes,1,2.515873843711679
727,38,technician,married,secondary,no,226,yes,no,unknown,30,may,762,3,-1,0,unknown,yes,1,2.8819549713396007
728,35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,yes,1,2.7193312869837265
729,57,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,819,10,-1,0,unknown,yes,1,2.9132839017604186
730,51,management,single,tertiary,no,297,yes,no,cellular,15,may,415,4,375,1,failure,yes,1,2.6180480967120925
731,31,management,married,tertiary,no,156,no,no,cellular,13,aug,657,7,-1,0,unknown,yes,1,2.8175653695597807
732,39,technician,divorced,tertiary,yes,3,no,no,cellular,6,may,488,1,-1,0,unknown,yes,1,2.6884198220027105
733,54,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,1,-1,0,unknown,yes,1,2.315970345456918
734,51,self-employed,married,secondary,no,95,yes,no,cellular,23,jul,1309,4,-1,0,unknown,yes,1,3.116939646550756
735,34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown,yes,1,2.1522883443830563
736,47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,apr,412,1,169,1,success,yes,1,2.6148972160331345
737,34,admin.,married,secondary,no,247,no,no,cellular,8,oct,401,2,-1,0,unknown,yes,1,2.603144372620182
738,26,blue-collar,single,primary,no,-887,yes,no,cellular,18,may,827,2,-1,0,unknown,yes,1,2.9175055095525466
739,39,technician,divorced,secondary,no,902,yes,no,cellular,10,feb,691,2,180,5,failure,yes,1,2.8394780473741985
740,42,management,married,tertiary,no,1205,no,no,telephone,8,sep,376,2,-1,0,unknown,yes,1,2.575187844927661
741,40,management,single,tertiary,no,1361,no,no,cellular,29,jan,1473,1,-1,0,unknown,yes,1,3.168202746842631
742,28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes,1,2.4683473304121573
743,46,management,married,tertiary,no,273,yes,no,cellular,18,mar,910,2,184,4,success,yes,1,2.9590413923210934
744,48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,yes,1,2.784617292632875
745,30,services,single,tertiary,no,-477,no,yes,cellular,21,aug,1532,2,-1,0,unknown,yes,1,3.1852587652965854
746,29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,other,yes,1,2.3541084391474008
747,53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,yes,1,2.546542663478131
748,71,retired,married,primary,no,4657,no,no,cellular,16,feb,93,5,-1,0,unknown,yes,1,1.968482948553935
749,22,student,single,primary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure,yes,1,2.5211380837040362
750,27,technician,single,secondary,no,489,yes,no,cellular,30,jul,356,4,-1,0,unknown,yes,1,2.5514499979728753
751,27,student,single,secondary,no,213,no,no,cellular,27,mar,378,1,-1,0,unknown,yes,1,2.577491799837225
752,42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,-1,0,unknown,yes,1,2.9800033715837464
753,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182,2,success,yes,1,2.4771212547196626
754,25,unemployed,single,tertiary,no,343,no,no,cellular,1,jun,377,1,-1,0,unknown,yes,1,2.576341350205793
755,44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,-1,0,unknown,yes,1,2.9079485216122722
756,37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,18,nov,1164,2,-1,0,unknown,yes,1,3.06595298031387
757,44,management,married,primary,no,4758,yes,no,cellular,22,jul,712,6,-1,0,unknown,yes,1,2.8524799936368566
758,74,retired,divorced,secondary,no,4079,no,no,cellular,19,oct,343,3,-1,0,unknown,yes,1,2.5352941200427703
759,40,management,single,tertiary,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes,1,2.357934847000454
760,34,technician,single,tertiary,no,925,yes,no,cellular,13,apr,709,1,-1,0,unknown,yes,1,2.8506462351830666
761,59,management,married,primary,no,1727,no,no,telephone,25,may,500,4,358,2,failure,yes,1,2.6989700043360187
762,41,blue-collar,divorced,primary,no,664,no,yes,cellular,15,jul,955,5,-1,0,unknown,yes,1,2.9800033715837464
763,30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,yes,1,2.639486489268586
764,59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,91,10,success,yes,1,2.4899584794248346
765,31,admin.,single,secondary,no,747,yes,no,unknown,26,may,543,2,-1,0,unknown,yes,1,2.734799829588847
766,48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,success,yes,1,2.577491799837225
767,47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,87,5,failure,yes,1,2.9858753573083936
768,33,blue-collar,single,secondary,no,697,no,no,cellular,6,feb,860,2,-1,0,unknown,yes,1,2.934498451243568
769,30,management,single,tertiary,no,201,yes,no,cellular,17,mar,325,2,-1,0,unknown,yes,1,2.5118833609788744
770,38,management,single,tertiary,no,104,yes,no,cellular,6,may,606,3,-1,0,unknown,yes,1,2.782472624166286
771,33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,480,1,-1,0,unknown,yes,1,2.681241237375587
772,62,retired,divorced,tertiary,no,0,no,no,cellular,13,nov,227,2,-1,0,unknown,yes,1,2.3560258571931225
773,48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success,yes,1,2.7134905430939424
774,41,admin.,married,primary,no,-306,yes,no,unknown,15,may,500,1,-1,0,unknown,yes,1,2.6989700043360187
775,35,housemaid,married,tertiary,no,1265,yes,no,cellular,15,may,326,5,179,4,failure,yes,1,2.513217600067939
776,47,housemaid,single,tertiary,no,3727,no,no,unknown,12,jun,993,6,-1,0,unknown,yes,1,2.996949248495381
777,37,management,married,tertiary,no,4089,yes,no,cellular,2,feb,289,2,174,4,other,yes,1,2.4608978427565478
778,62,management,married,tertiary,no,1859,no,no,telephone,6,aug,245,3,-1,0,unknown,yes,1,2.3891660843645326
779,33,services,married,secondary,no,386,no,no,cellular,12,nov,253,1,92,4,failure,yes,1,2.403120521175818
780,40,services,married,secondary,no,1836,yes,no,cellular,12,may,750,2,-1,0,unknown,yes,1,2.8750612633917
781,28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,sep,199,1,92,14,success,yes,1,2.298853076409707
782,43,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,635,3,-1,0,unknown,yes,1,2.8027737252919755
783,23,entrepreneur,single,primary,no,4,yes,no,unknown,13,may,395,2,-1,0,unknown,yes,1,2.59659709562646
784,29,management,married,tertiary,no,199,yes,yes,unknown,7,may,1689,4,-1,0,unknown,yes,1,3.227629649571009
785,34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,227,4,failure,yes,1,2.6857417386022635
786,24,student,single,secondary,no,822,no,no,cellular,27,oct,184,1,91,2,failure,yes,1,2.2648178230095364
787,44,technician,married,secondary,no,2776,yes,no,cellular,27,jan,701,1,-1,0,unknown,yes,1,2.8457180179666586
788,33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,291,5,failure,yes,1,2.864511081058392
789,24,services,married,secondary,no,4500,yes,no,cellular,11,may,733,2,-1,0,unknown,yes,1,2.8651039746411278
790,37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,1,92,1,success,yes,1,2.2671717284030137
791,41,management,married,tertiary,no,326,yes,no,cellular,5,may,788,1,-1,0,unknown,yes,1,2.8965262174895554
792,35,admin.,single,secondary,no,0,yes,no,cellular,13,may,1073,1,-1,0,unknown,yes,1,3.030599721965951
793,32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709,2,-1,0,unknown,yes,1,2.8506462351830666
794,27,services,single,secondary,no,54,yes,no,unknown,28,may,543,2,-1,0,unknown,yes,1,2.734799829588847
795,30,management,married,tertiary,no,102,yes,no,cellular,5,apr,470,7,426,3,other,yes,1,2.6720978579357175
796,37,technician,single,secondary,no,-242,yes,no,cellular,13,aug,1149,6,-1,0,unknown,yes,1,3.060320028688285
797,43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success,yes,1,2.8494194137968996
798,26,unemployed,single,secondary,no,622,no,no,cellular,28,jan,1451,2,-1,0,unknown,yes,1,3.161667412437736
799,35,services,married,secondary,no,152,yes,no,unknown,2,jun,563,1,-1,0,unknown,yes,1,2.7505083948513462
800,41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,nov,477,1,-1,0,unknown,yes,1,2.678518379040114
801,44,management,single,tertiary,no,5063,no,no,cellular,27,oct,418,2,-1,0,unknown,yes,1,2.621176281775035
802,42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250,4,415,2,failure,yes,1,2.3979400086720375
803,73,retired,married,primary,no,796,no,no,cellular,23,oct,427,1,182,2,failure,yes,1,2.630427875025024
804,51,technician,married,secondary,no,117,no,no,cellular,24,aug,467,2,88,4,other,yes,1,2.6693168805661123
805,35,management,married,secondary,no,724,yes,no,cellular,14,jul,287,2,415,1,failure,yes,1,2.4578818967339924
806,36,management,married,tertiary,no,925,no,no,cellular,14,dec,321,3,189,4,success,yes,1,2.506505032404872
807,23,technician,single,tertiary,no,1129,yes,no,unknown,28,may,806,1,-1,0,unknown,yes,1,2.906335041805091
808,22,student,single,secondary,no,2488,no,no,cellular,8,nov,449,2,38,10,other,yes,1,2.6522463410033232
809,53,unknown,married,primary,no,732,no,no,cellular,27,oct,759,2,-1,0,unknown,yes,1,2.88024177589548
810,35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown,yes,1,2.907411360774586
811,50,unknown,married,unknown,no,558,no,no,cellular,9,jul,464,1,683,6,failure,yes,1,2.6665179805548807
812,37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown,yes,1,2.66838591669
813,53,housemaid,married,primary,no,104,no,yes,unknown,5,jun,701,1,-1,0,unknown,yes,1,2.8457180179666586
814,44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167,1,92,1,success,yes,1,2.2227164711475833
815,31,management,married,tertiary,no,4148,yes,no,cellular,21,nov,316,3,99,9,other,yes,1,2.499687082618404
816,33,management,married,tertiary,no,1064,yes,no,cellular,13,may,562,1,-1,0,unknown,yes,1,2.749736315569061
817,34,admin.,divorced,secondary,no,479,yes,no,cellular,12,may,515,1,350,5,failure,yes,1,2.711807229041191
818,61,retired,married,secondary,no,2917,no,no,cellular,6,oct,215,1,-1,0,unknown,yes,1,2.3324384599156054
819,52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,134,5,204,2,success,yes,1,2.1271047983648077
820,49,services,married,secondary,no,823,no,no,cellular,8,aug,780,4,-1,0,unknown,yes,1,2.8920946026904804
821,50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904,3,-1,0,unknown,yes,1,2.9561684304753633
822,36,management,married,tertiary,no,9,no,no,cellular,11,aug,386,4,-1,0,unknown,yes,1,2.586587304671755
823,45,blue-collar,single,secondary,no,0,yes,no,cellular,26,apr,1472,1,192,4,failure,yes,1,3.16790781000148
824,36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,other,yes,1,2.4668676203541096
825,42,technician,married,secondary,no,4945,yes,no,cellular,2,mar,311,2,-1,0,unknown,yes,1,2.4927603890268375
826,27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success,yes,1,2.296665190261531
827,31,management,married,tertiary,no,325,yes,no,cellular,18,jul,1139,2,-1,0,unknown,yes,1,3.0565237240791006
828,29,management,single,tertiary,no,437,no,no,cellular,5,aug,504,1,92,1,success,yes,1,2.7024305364455254
829,45,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,264,1,-1,0,unknown,yes,1,2.4216039268698313
830,55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,other,yes,1,2.012837224705172
831,25,management,single,tertiary,no,2506,no,no,cellular,17,feb,485,1,-1,0,unknown,yes,1,2.6857417386022635
832,41,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,479,9,-1,0,unknown,yes,1,2.680335513414563
833,29,technician,single,tertiary,no,2325,no,no,cellular,2,feb,125,1,-1,0,unknown,yes,1,2.0969100130080562
834,32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,8,failure,yes,1,2.645422269349092
835,53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,-1,0,unknown,yes,1,2.722633922533812
836,47,technician,married,secondary,no,1219,no,no,cellular,18,aug,697,4,-1,0,unknown,yes,1,2.8432327780980096
837,40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,2,-1,0,unknown,yes,1,3.00774777800074
838,61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown,yes,1,2.999130541287371
839,35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,171,1,-1,0,unknown,yes,1,2.2329961103921536
840,19,student,single,secondary,no,302,no,no,cellular,16,jul,205,1,-1,0,unknown,yes,1,2.311753861055754
841,46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,yes,1,2.4313637641589874
842,38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,-1,0,unknown,yes,1,2.645422269349092
843,37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown,yes,1,2.8221680793680175
844,39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other,yes,1,2.9429995933660407
845,49,services,married,secondary,no,320,no,no,telephone,9,feb,1971,4,-1,0,unknown,yes,1,3.2946866242794433
846,43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258,2,122,2,other,yes,1,3.0996806411092503
847,44,management,married,tertiary,no,1058,no,no,cellular,11,mar,188,3,-1,0,unknown,yes,1,2.27415784926368
848,38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,yes,1,2.3654879848909
849,32,technician,single,tertiary,no,1625,no,no,cellular,22,may,796,1,109,1,failure,yes,1,2.900913067737669
850,51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655,4,-1,0,unknown,yes,1,2.816241299991783
851,32,management,married,tertiary,no,2431,yes,no,cellular,14,may,646,5,-1,0,unknown,yes,1,2.8102325179950842
852,35,technician,single,tertiary,no,470,yes,no,cellular,25,jul,743,13,-1,0,unknown,yes,1,2.8709888137605755
853,32,management,single,tertiary,no,0,no,no,cellular,5,feb,550,4,-1,0,unknown,yes,1,2.7403626894942437
854,34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,unknown,yes,1,2.187520720836463
855,56,retired,divorced,primary,no,694,no,no,cellular,29,jan,144,1,102,1,other,yes,1,2.1583624920952498
856,41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,yes,1,2.416640507338281
857,49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,451,1,169,2,failure,yes,1,2.6541765418779604
858,61,technician,married,secondary,no,1191,no,no,cellular,21,may,214,4,-1,0,unknown,yes,1,2.330413773349191
859,45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,unknown,yes,1,2.7686381012476144
860,36,management,single,secondary,no,1511,yes,no,cellular,16,nov,270,1,-1,0,unknown,yes,1,2.4313637641589874
861,22,student,single,tertiary,no,691,no,no,cellular,19,aug,338,1,-1,0,unknown,yes,1,2.5289167002776547
862,71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397,1,-1,0,unknown,yes,1,2.598790506763115
863,31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,yes,1,2.53655844257153
864,56,admin.,married,secondary,no,45,no,no,unknown,5,may,1467,1,-1,0,unknown,yes,1,3.166430113843283
865,46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,3,-1,0,unknown,yes,1,2.8102325179950842
866,55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1007,1,-1,0,unknown,yes,1,3.003029470553618
867,34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,-1,0,unknown,yes,1,2.9956351945975497
868,38,entrepreneur,single,secondary,no,2543,no,no,cellular,10,aug,223,1,414,4,failure,yes,1,2.3483048630481607
869,60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success,yes,1,2.278753600952829
870,51,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,458,6,-1,0,unknown,yes,1,2.660865478003869
871,49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,-1,0,unknown,yes,1,2.1818435879447726
872,40,management,married,tertiary,no,0,no,no,cellular,10,nov,147,1,96,8,success,yes,1,2.167317334748176
873,39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,3,-1,0,unknown,yes,1,2.88930170250631
874,50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,failure,yes,1,2.843855422623161
875,73,retired,married,primary,no,279,no,no,cellular,28,jan,399,3,-1,0,unknown,yes,1,2.6009728956867484
876,34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,yes,1,2.2068258760318495
877,43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257,1,474,3,failure,yes,1,2.4099331233312946
878,67,retired,married,tertiary,no,701,no,no,cellular,6,aug,254,2,-1,0,unknown,yes,1,2.404833716619938
879,33,services,married,secondary,no,478,no,no,cellular,30,apr,475,2,-1,0,unknown,yes,1,2.6766936096248664
880,31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,1,184,3,success,yes,1,2.401400540781544
881,30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,727,2,-1,0,unknown,yes,1,2.8615344108590377
882,47,services,married,secondary,no,405,no,yes,cellular,8,aug,994,2,-1,0,unknown,yes,1,2.997386384397313
883,48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown,yes,1,2.3891660843645326
884,32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1579,1,246,4,failure,yes,1,3.1983821300082944
885,27,management,married,tertiary,no,802,no,no,cellular,22,sep,569,1,-1,0,unknown,yes,1,2.7551122663950713
886,24,technician,married,secondary,no,556,yes,no,cellular,18,aug,460,2,-1,0,unknown,yes,1,2.6627578316815743
887,28,admin.,single,secondary,no,4745,no,no,telephone,12,may,360,1,181,5,success,yes,1,2.5563025007672873
888,34,management,single,tertiary,no,5086,no,no,cellular,25,may,213,4,-1,0,unknown,yes,1,2.3283796034387376
889,63,retired,married,secondary,no,474,no,no,cellular,25,jan,423,1,-1,0,unknown,yes,1,2.6263403673750423
890,79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,success,yes,1,2.513217600067939
891,72,retired,married,primary,no,763,no,no,cellular,24,apr,384,2,-1,0,unknown,yes,1,2.584331224367531
892,55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,-1,0,unknown,yes,1,2.910624404889201
893,41,management,married,primary,no,5310,yes,no,cellular,17,nov,984,1,-1,0,unknown,yes,1,2.9929950984313414
894,52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure,yes,1,2.4265112613645754
895,59,retired,divorced,secondary,no,1026,no,no,unknown,5,nov,669,1,-1,0,unknown,yes,1,2.8254261177678233
896,54,technician,married,tertiary,no,876,no,no,cellular,27,oct,269,3,541,3,success,yes,1,2.429752280002408
897,36,management,married,tertiary,no,495,no,no,cellular,12,mar,213,3,182,6,success,yes,1,2.3283796034387376
898,36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,may,446,1,-1,0,unknown,yes,1,2.649334858712142
899,28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,3,95,3,other,yes,1,2.6757783416740852
900,60,services,married,tertiary,no,4256,yes,no,cellular,16,aug,239,3,761,1,other,yes,1,2.3783979009481375
901,64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,failure,yes,1,2.826722520168992
902,40,blue-collar,single,secondary,no,3,no,no,cellular,19,nov,998,1,-1,0,unknown,yes,1,2.999130541287371
903,87,retired,married,primary,no,230,no,no,cellular,30,oct,144,1,-1,0,unknown,yes,1,2.1583624920952498
904,33,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,249,2,335,2,failure,yes,1,2.3961993470957363
905,25,management,single,tertiary,no,808,no,no,cellular,18,sep,267,2,114,2,failure,yes,1,2.4265112613645754
906,35,blue-collar,divorced,primary,no,1792,yes,no,cellular,31,jul,630,6,-1,0,unknown,yes,1,2.7993405494535817
907,53,management,married,unknown,no,2240,yes,no,cellular,2,jun,282,2,385,1,success,yes,1,2.450249108319361
908,33,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448,7,-1,0,unknown,yes,1,3.1607685618611283
909,53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,-1,0,unknown,yes,1,2.7466341989375787
910,79,retired,married,primary,no,429,no,no,telephone,8,jul,1006,2,-1,0,unknown,yes,1,3.0025979807199086
911,27,admin.,married,secondary,no,897,no,no,cellular,5,jun,397,1,-1,0,unknown,yes,1,2.598790506763115
912,38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success,yes,1,2.4149733479708178
913,46,services,married,secondary,no,4,no,no,cellular,30,apr,268,1,261,5,other,yes,1,2.428134794028789
914,33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown,yes,1,2.9222062774390163
915,39,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,554,1,-1,0,unknown,yes,1,2.74350976472843
916,55,technician,married,secondary,yes,-308,no,no,cellular,2,feb,781,1,-1,0,unknown,yes,1,2.8926510338773004
917,28,student,single,secondary,no,153,no,no,cellular,23,jul,1124,2,-1,0,unknown,yes,1,3.0507663112330423
918,71,retired,married,secondary,no,2850,no,no,cellular,17,feb,185,1,-1,0,unknown,yes,1,2.2671717284030137
919,47,management,married,tertiary,no,2306,no,no,telephone,6,aug,239,4,-1,0,unknown,yes,1,2.3783979009481375
920,58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes,1,2.694605198933569
921,32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other,yes,1,2.9020028913507296
922,43,technician,married,secondary,no,136,no,no,cellular,25,aug,363,7,-1,0,unknown,yes,1,2.5599066250361124
923,33,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130,1,161,1,failure,yes,1,2.113943352306837
924,30,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,3,-1,0,unknown,yes,1,2.722633922533812
925,58,retired,married,primary,no,565,no,no,telephone,7,jul,876,1,-1,0,unknown,yes,1,2.9425041061680806
926,68,retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,unknown,yes,1,2.3961993470957363
927,49,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,yes,1,2.942008053022313
928,61,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,feb,481,2,-1,0,unknown,yes,1,2.682145076373832
929,43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,98,1,success,yes,1,2.416640507338281
930,38,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes,1,2.5428254269591797
931,52,management,single,tertiary,no,83,no,no,cellular,26,aug,1223,6,-1,0,unknown,yes,1,3.0874264570362855
932,29,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,357,1,other,yes,1,1.4771212547196624
933,29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,yes,1,3.041787318971752
934,26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,yes,1,2.4471580313422194
935,32,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes,1,2.8715729355458786
936,36,entrepreneur,married,tertiary,no,3057,no,no,unknown,16,jun,2769,4,-1,0,unknown,yes,1,3.4423229557455746
937,30,blue-collar,single,secondary,yes,239,yes,no,unknown,21,may,412,1,-1,0,unknown,yes,1,2.6148972160331345
938,30,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,1,85,2,success,yes,1,2.801403710017355
939,80,housemaid,married,primary,no,0,no,no,cellular,23,feb,639,1,189,1,failure,yes,1,2.8055008581584002
940,31,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,1,86,3,success,yes,1,2.4727564493172123
941,32,services,single,secondary,no,152,yes,no,cellular,25,may,158,2,-1,0,unknown,yes,1,2.1986570869544226
942,43,technician,married,secondary,no,3285,yes,no,unknown,13,may,1721,2,-1,0,unknown,yes,1,3.2357808703275603
943,34,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,587,2,-1,0,unknown,yes,1,2.7686381012476144
944,27,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown,yes,1,3.2062860444124324
945,36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,may,725,1,-1,0,unknown,yes,1,2.8603380065709936
946,42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other,yes,1,2.7151673578484576
947,36,management,single,tertiary,no,2944,no,no,cellular,18,aug,882,8,-1,0,unknown,yes,1,2.94546858513182
948,55,technician,divorced,secondary,no,3450,no,no,cellular,10,feb,169,1,183,1,failure,yes,1,2.2278867046136734
949,61,management,married,tertiary,no,997,no,no,cellular,10,mar,106,1,-1,0,unknown,yes,1,2.0253058652647704
950,35,management,married,tertiary,no,8,no,no,cellular,23,apr,93,3,-1,0,unknown,yes,1,1.968482948553935
951,26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,yes,1,2.110589710299249
952,74,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes,1,2.595496221825574
953,47,management,married,tertiary,no,0,no,no,cellular,27,oct,508,1,-1,0,unknown,yes,1,2.7058637122839193
954,66,retired,married,primary,no,206,no,no,cellular,9,feb,479,1,-1,0,unknown,yes,1,2.680335513414563
955,33,admin.,married,secondary,no,95,yes,no,cellular,30,apr,335,1,-1,0,unknown,yes,1,2.525044807036845
956,53,services,divorced,secondary,no,765,yes,no,cellular,14,may,959,3,174,7,other,yes,1,2.9818186071706636
957,46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown,yes,1,2.632457292184724
958,29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,2,64,2,success,yes,1,2.041392685158225
959,50,unknown,married,primary,no,341,yes,yes,cellular,20,apr,670,4,340,2,success,yes,1,2.8260748027008264
960,39,admin.,married,secondary,no,607,yes,no,cellular,12,may,454,2,364,3,failure,yes,1,2.6570558528571038
961,54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,1,-1,0,unknown,yes,1,3.307282047033346
962,26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,1,91,2,success,yes,1,1.9395192526186185
963,44,technician,single,secondary,no,1679,no,no,telephone,20,oct,718,1,-1,0,unknown,yes,1,2.8561244442423
964,47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,1,190,1,other,yes,1,2.9057958803678687
965,31,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,293,1,success,yes,1,2.7944880466591697
966,36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes,1,2.5185139398778875
967,42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,3,-1,0,unknown,yes,1,2.720159303405957
